agency_id,agency_name,license_number,status,contact_info,city
AG1235,WAFAQ OVERSEAS EMPLOYMENT,4420 / RWP,Active,,Rawalpindi
AG1236,ZAD JAN BROTHERS,4421 / RWP,Active,,Rawalpindi
AG1237,WAJDAN ENTERPRISES,4422 / KAR,Active,,Karachi
AG1238,TBI OVERSEAS EMPLOYMENT PROMOTERS,4423 / SKT,Active,,Sialkot
AG1239,EVEN ENTERPRISES,4426 / KAR,Active,,Karachi
AG1240,TASMINA ASIF OVERSEAS,4427 / KAR,Active,,Karachi
AG1241,AL YAMANI OVERSEAS EMPLOYMENT PROMOTER,4429 / RWP,Active,,Rawalpindi
AG1242,ADECCO INTERNATIONAL RECRUITING AGENCY,4431 / RWP,Active,,Rawalpindi
AG1243,GS INTERNATIONAL,4433 / DGK,Active,,D.G. Khan
AG1244,MASS BUSINESS SOLUTIONS,4434 / RWP,Active,,Rawalpindi
AG1245,FLY NAZ OVERSEAS AND EMPLOYMENT,4436 / DGK,Active,,D.G. Khan
AG1246,YOSHA INTERNATIONAL,4437 / RWP,Active,,Rawalpindi
AG1247,LBS BILAL INTERNATIONAL,4439 / MLK,Active,,Malakand
AG1248,Z & M OVERSEAS EMPLOYMENT PROMOTERS,4440 / MTN,Active,,
AG1249,AMAR TRADERS,4441 / PWR,Active,,
AG1250,SAYANA DAMAN MANPOWER,4442 / RWP,Active,,Rawalpindi
AG1251,Battagram Corporation,4556 / RWP,Active,,Rawalpindi
AG1252,Pillars Consultancy,4558 / KAR,Active,,Karachi
AG1253,Unilink Enterprises,4559 / PWR,Active,,
AG1254,Darussalam Manpower,4560 / KAR,Active,,Karachi
AG1255,Bisha Overseas Employment Promoters,4561 / SKT,Active,,Sialkot
AG1256,M/s. Liza Manpower,4562 / MLK,Active,,Malakand
AG1257,Naik Feroz Overseas Employment Promoter,4564 / PWR,Active,,
AG1258,Kashish International,4565 / DGK,Active,,D.G. Khan
AG1259,CWM International,4566 / MTN,Active,,
AG1260,Lakho Overseas,4567 / KAR,Active,,Karachi
AG1261,Stanadar Recruiting Agency,4568 / MLK,Active,,Malakand
AG1262,Sulaimanya Recruitment Overseas Employment Agency,4569 / PWR,Active,,
AG1263,M/s. Karramar International,4571 / PWR,Active,,
AG1264,Zonaira Enterprises,4572 / LHR,Active,,Lahore
AG1265,Ryan Contracting and Manpower Solutions,4573 / KAR,Active,,Karachi
AG1266,Asaco Overseas Employment Promoters,4574 / KAR,Active,,Karachi
AG1267,Rohaan Affan,4575 / KAR,Active,,Karachi
AG1268,Conexess International,4576 / LHR,Active,,Lahore
AG1269,Grace Recruitment Agency,4577 / RWP,Active,,Rawalpindi
AG1270,Flag Leader Manpower,4579 / ABT,Active,,Abbottabad
AG1271,Eleven Afridi Enterprises,4580 / KAR,Active,,Karachi
AG1272,Ashaaz Overseas,4581 / KAR,Active,,Karachi
AG1273,Thakyal Rajpoot Overseas,4582 / RWP,Active,,Rawalpindi
AG1274,Nasrullah International,4583 / RWP,Active,,Rawalpindi
AG1275,Suhaib & Associates,4584 / LHR,Active,,Lahore
AG1276,Alberony Manpower Services,4585 / RWP,Active,,Rawalpindi
AG1277,The AYK Overseas Bureau,4586 / KAR,Active,,Karachi
AG1278,Nationanwide Recruitment Consultants,4588 / RWP,Active,,Rawalpindi
AG1279,Zarib Manpower,4589 / MLK,Active,,Malakand
AG1280,Zaigham International,4590 / MTN,Active,,
AG1281,Bagh Bahar International Manpower,4591 / LHR,Active,,Lahore
AG1282,Luqman Mohmand OEP,4593 / PWR,Active,,
AG1283,AJ&K Manpower,4594 / RWP,Active,,Rawalpindi
AG1284,Palandari International,4595 / RWP,Active,,Rawalpindi
AG1285,Doha International,4596 / MLK,Active,,Malakand
AG1286,Growth Manpower Services,4597 / RWP,Active,,Rawalpindi
AG1287,Greenland Overseas,4598 / KAR,Active,,Karachi
AG1288,Abbottabad Manpower,4599 / RWP,Active,,Rawalpindi
AG1289,Habiba Overseas,4600 / KAR,Active,,Karachi
AG1290,Huz Manpower Service,4601 / LHR,Active,,Lahore
AG1291,Elma International,4602 / MTN,Active,,
AG1292,Adyan International,4603 / DGK,Active,,D.G. Khan
AG1293,Salatora Manpower,4604 / PWR,Active,,
AG1294,Hasanat Brothers,4605 / PWR,Active,,
AG1295,Bab-e-Dir Overseas Employment Promoter,4606 / MLK,Active,,Malakand
AG1296,Gulfa Recruiting Agency,4607 / PWR,Active,,
AG1297,Bazira Corporation,4608 / MLK,Active,,Malakand
AG1298,Abiha Overseas,4609 / KAR,Active,,Karachi
AG1299,Interworld Travels (Pvt) Ltd.,4610 / LHR,Active,,Lahore
AG1300,Pushkalavati Overseas,4611 / PWR,Active,,
AG1301,Faramoz & Son,4719 / MLK,Active,,Malakand
AG1302,Sangolai Recruiting,4720 / MLK,Active,,Malakand
AG1303,Bol Manpower Recruitment Agency,4721 / MTN,Active,,
AG1304,Northern Manpower Enterprise,4722 / MLK,Active,,Malakand
AG1305,Humqadam Overseas Employment Promoter,4723 / MLK,Active,,Malakand
AG1306,Hafsa & Co,4724 / KAR,Active,,Karachi
AG1307,KHF Fahad & Brothers,4725 / MTN,Active,,
AG1308,Hakeem Corporation,4726 / MLK,Active,,Malakand
AG1309,Kirpa Manpower,4727 / RWP,Active,,Rawalpindi
AG1310,Guardian Overseas Employment,4729 / RWP,Active,,Rawalpindi
AG1311,Akmal Recruiting Agency,4731 / RWP,Active,,Rawalpindi
AG1312,Hattian Bala Manpower,4733 / RWP,Active,,Rawalpindi
AG1313,Leisure Employment International Corporation,4734 / RWP,Active,,Rawalpindi
AG1314,College of International Skills Development,4735 / LHR,Active,,Lahore
AG1315,Go Source Placement Services,4736 / RWP,Active,,Rawalpindi
AG1316,The Wave Enterprises,4737 / LHR,Active,,Lahore
AG1317,Alwat Corporation,4738 / MLK,Active,,Malakand
AG1318,Mekong Manpower Services,4739 / RWP,Active,,Rawalpindi
AG1319,Maleeha Group of Companies,4740 / RWP,Active,,Rawalpindi
AG1320,Support International,4741 / RWP,Active,,Rawalpindi
AG1321,Honey Raja Manpower Services,4742 / LHR,Active,,Lahore
AG1322,Kazim Manpower Services,4743 / RWP,Active,,Rawalpindi
AG1323,Saqi Enterprises,4745 / SKT,Active,,Sialkot
AG1324,Zubiless International Recruitment,4746 / LHR,Active,,Lahore
AG1325,Chamkani International,4747 / PWR,Active,,
AG1326,Hana Global Employment Agency,4748 / LHR,Active,,Lahore
AG1327,Federal Manpower Promoter,4749 / RWP,Active,,Rawalpindi
AG1328,Zarlal Recruiting Agency,4750 / MLK,Active,,Malakand
AG1329,Ingress Consultancies,4751 / RWP,Active,,Rawalpindi
AG1330,Al-Jazzan Consultancy,4752 / RWP,Active,,Rawalpindi
AG1331,Humble Overseas,4755 / KAR,Active,,Karachi
AG1332,Sarena Corporation,4756 / PWR,Active,,
AG1333,Rukhsar International Overseas,4757 / PWR,Active,,
AG1334,Adan Kiani Enterprises (Pvt) Ltd.,4758 / LHR,Active,,Lahore
AG1335,Zarlisht Enterprises O.E.P,4759 / PWR,Active,,
AG1336,Al-Amthal Recruitment Consultant,4760 / KAR,Active,,Karachi
AG1337,Lund Khawar International,4761 / PWR,Active,,
AG1338,JPZ Manpower,4763 / SKT,Active,,Sialkot
AG1339,Binham International,4764 / RWP,Active,,Rawalpindi
AG1340,Ottawa International Overseas Employment Promoter,4765 / DGK,Active,,D.G. Khan
AG1341,Umme Salar Overseas,4767 / RWP,Active,,Rawalpindi
AG1342,Future Counsellor International Recruitment,4768 / LHR,Active,,Lahore
AG1343,Hires Manpower Service,4769 / LHR,Active,,Lahore
AG1344,Bros Japan PK,4770 / KAR,Active,,Karachi
AG1345,HELLO Manpower Services,4771 / RWP,Active,,Rawalpindi
AG1346,ZC International,4772 / RWP,Active,,Rawalpindi
AG1347,Meeram International,4773 / MTN,Active,,
AG1348,Tabeer Enterprises,4774 / LHR,Active,,Lahore
AG1349,Al-Aqeeq International,4775 / MTN,Active,,
AG1350,Dosanjh Overseas Services,4776 / LHR,Active,,Lahore
AG1351,My Way Hashir Manpower Services,4896 / MTN,Active,,
AG1352,Umair Ayaz Manpower,4897 / PWR,Active,,
AG1353,Mountain Enterprises,4898 / SKT,Active,,Sialkot
AG1354,Mathra International Overseas,4899 / PWR,Active,,
AG1355,Emerald Recruiting Agency,4900 / KAR,Active,,Karachi
AG1356,Areeha Overseas Employment Promoter,4901 / SKT,Active,,Sialkot
AG1357,Masjid-e-Nabvi Overseas Employment Promoter,4902 / LHR,Active,,Lahore
AG1358,Canny Legal Services (Private) Limited,4903 / SKT,Active,,Sialkot
AG1359,Gul Rang Manpower,4904 / MLK,Active,,Malakand
AG1360,LUBABA RECRUITING AGENCY,4905 / MLK,Active,,Malakand
AG1361,Chiraagh Enterprises,4906 / RWP,Active,,Rawalpindi
AG1362,Baim Overseas Employment Promoter,4908 / LHR,Active,,Lahore
AG1363,Monees Enterprises,4909 / DGK,Active,,D.G. Khan
AG1364,Jauranah Overseas,4910 / RWP,Active,,Rawalpindi
AG1365,Nizam Overseas,4911 / KAR,Active,,Karachi
AG1366,Restart Overseas,4912 / KAR,Active,,Karachi
AG1367,Yellow Label Recruitment,4913 / KAR,Active,,Karachi
AG1368,Ismail Aviation International,4914 / LHR,Active,,Lahore
AG1369,Rawalpindi International Services,4915 / RWP,Active,,Rawalpindi
AG1370,Khushboo International,4917 / RWP,Active,,Rawalpindi
AG1371,International Learning & Manpower (Pvt) Ltd,4919 / LHR,Active,,Lahore
AG1372,Gifto Overseas,4920 / KAR,Active,,Karachi
AG1373,Aquarius International,4921 / KAR,Active,,Karachi
AG1374,Rumi & Jami Manpower Services,4922 / LHR,Active,,Lahore
AG1375,Karobar Point (SMC-Pvt) Ltd.,4923 / RWP,Active,,Rawalpindi
AG1376,We Employee You Overseas Employment Promoter,4924 / PWR,Active,,
AG1377,Sikaram Overseas Employment Promoters,4925 / RWP,Active,,Rawalpindi
AG1378,Chamba International,4926 / RWP,Active,,Rawalpindi
AG1379,Shahzad Ismail Enterprises,4927 / KAR,Active,,Karachi
AG1380,Syed Uzair Shah Recruiting Agency,4929 / PWR,Active,,
AG1381,Quest Manpower Services,4930 / LHR,Active,,Lahore
AG1382,AL-E-SHAN INTERNATIONAL,4931 / KAR,Active,,Karachi
AG1383,Noori Overseas,4932 / RWP,Active,,Rawalpindi
AG1384,Tradex Pioneer (SMC-Private) Limited,4933 / RWP,Active,,Rawalpindi
AG1385,Sheikh Rahamkar Overseas,4934 / PWR,Active,,
AG1386,Pride Manpower Agency,4935 / LHR,Active,,Lahore
AG1387,Bin Haider Recruiting Agency,4936 / PWR,Active,,
AG1388,Al-Khaldi Manpower,4937 / RWP,Active,,Rawalpindi
AG1389,New Brand Manpower Recruitment Services,4938 / RWP,Active,,Rawalpindi
AG1390,First Choice International Recruitment Agency,4939 / RWP,Active,,Rawalpindi
AG1391,AHMED SULTAN MANPOWER EXPORTERS,4941 / LHR,Active,,Lahore
AG1392,Luxera Enterprises Overseas Employment,4942 / KAR,Active,,Karachi
AG1393,Dream Maker Travel (SMC-Pvt) Ltd.,4943 / PWR,Active,,
AG1394,Supreme Group of International,4944 / SKT,Active,,Sialkot
AG1395,Raja Jamil Recruiting Agency,4945 / RWP,Active,,Rawalpindi
AG1396,Discount Recruiting Agency,4946 / PWR,Active,,
AG1397,Mukamal Recruiting Agency,4947 / LHR,Active,,Lahore
AG1398,Tashqand Overseas Employment Promoter,4948 / DGK,Active,,D.G. Khan
AG1399,Zalmay Manpower,4949 / MLK,Active,,Malakand
AG1400,Visa Master Overseas,4951 / PWR,Active,,
AG1401,Zulekha International,5065 / PWR,Active,,
AG1402,National University of Technology (NUTECH),5066 / RWP,Active,,Rawalpindi
AG1403,Seni Gumbat Manpower Services,5067 / RWP,Active,,Rawalpindi
AG1404,Sky Land Manpower,5068 / PWR,Active,,
AG1405,Haziq Recruiting Agency,5069 / SKT,Active,,Sialkot
AG1406,Shahzad Kayani and Brothers,5070 / GRT,Active,,Gujrat
AG1407,Balaj Manpower Bureau,5071 / MTN,Active,,
AG1408,Abu Bakar & Brothers Recruiting,5072 / KAR,Active,,Karachi
AG1409,Spider Recruiting Agency,5073 / KAR,Active,,Karachi
AG1410,Haq Bahoo International Employment Promoter,5074 / LHR,Active,,Lahore
AG1411,Anatolia Manpower Services,5075 / LHR,Active,,Lahore
AG1412,Hukamran International Recruiting Agency,5076 / PWR,Active,,
AG1413,Zamda International Recruiter,5077 / SKT,Active,,Sialkot
AG1414,Ripple Consultants Overseas,5078 / RWP,Active,,Rawalpindi
AG1415,Gulab Manpower,5079 / MLK,Active,,Malakand
AG1416,Landi Kotal Overseas Employment Promoter,5080 / PWR,Active,,
AG1417,Ontario Aviation Overseas Employment,5081 / KAR,Active,,Karachi
AG1418,Alizay Manpower Services,5082 / SKT,Active,,Sialkot
AG1419,Ayat International Overseas,5083 / LHR,Active,,Lahore
AG1420,Mithoo Overseas Employment Promoters,5084 / RWP,Active,,Rawalpindi
AG1421,Eurozone International Recruiting Agency,5085 / QTA,Active,,Quetta
AG1422,Allah Ditta Manpower,5086 / KAR,Active,,Karachi
AG1423,Asim Meer International,5087 / LHR,Active,,Lahore
AG1424,Orhan Consultancy,5089 / GRT,Active,,Gujrat
AG1425,Meezab Enterprises,5090 / LHR,Active,,Lahore
AG1426,Zubair Sadaruddin Manpower Consultants,5091 / KAR,Active,,Karachi
AG1427,Ahmad Balaj International Corporation,5092 / RWP,Active,,Rawalpindi
AG1428,W.A.T Enterprises,5093 / SKT,Active,,Sialkot
AG1429,Catalyst Human Resource Consultants,5094 / LHR,Active,,Lahore
AG1430,Jeevay Jeevay Pakistan Manpower,5095 / MTN,Active,,
AG1431,Sangah Overseas Employment,5096 / KAR,Active,,Karachi
AG1432,Mulazem International Overseas Employment Promoters,5097 / SKT,Active,,Sialkot
AG1433,Sarmast Enterprises,5098 / KAR,Active,,Karachi
AG1434,Hooriya International,5099 / KAR,Active,,Karachi
AG1435,Rabaha International,5100 / PWR,Active,,
AG1436,Al Marai OEP,5101 / KAR,Active,,Karachi
AG1437,Ali Gujjar Enterprises,5102 / RWP,Active,,Rawalpindi
AG1438,Eight Revolution,5103 / GRT,Active,,Gujrat
AG1439,Tameer Manpower,5104 / RWP,Active,,Rawalpindi
AG1440,Target Manpower Services,5105 / LHR,Active,,Lahore
AG1441,Rewayat International,5106 / RWP,Active,,Rawalpindi
AG1442,Mian Faisal Enterprises,5107 / RWP,Active,,Rawalpindi
AG1443,Ali Izwa Overseas Employment Promoter,5108 / LHR,Active,,Lahore
AG1444,Satellite International,5109 / SKT,Active,,Sialkot
AG1445,Al Muhtashem Co.,5110 / KAR,Active,,Karachi
AG1446,Goldman International Recruiters,5111 / LHR,Active,,Lahore
AG1447,Farasat Manpower,5112 / KAR,Active,,Karachi
AG1448,Wawa Manpower PVT LTD,5113 / PWR,Active,,
AG1449,Jajjvi Traders,5114 / RWP,Active,,Rawalpindi
AG1450,E-Portal Recruitment,5115 / SKT,Active,,Sialkot
AG1451,Muzainah Overseas,5116 / KAR,Active,,Karachi
AG1452,ZH Enterprises,5117 / RWP,Active,,Rawalpindi
AG1453,Haji Ali Chandio Employment Overseas,5118 / KAR,Active,,Karachi
AG1454,Farrukh International Promoters,5119 / GRT,Active,,Gujrat
AG1455,Sakura Jinzai Overseas Employment,5120 / LHR,Active,,Lahore
AG1456,AFCO Recruiting Agency,5121 / RWP,Active,,Rawalpindi
AG1457,Mujtaba Taimoor Overseas Promoters,5122 / MTN,Active,,
AG1458,Line International,5123 / RWP,Active,,Rawalpindi
AG1459,Montana Overseas Employment Promoter,5124 / RWP,Active,,Rawalpindi
AG1460,Din Brothers Overseas Employment Promoters,5125 / PWR,Active,,
AG1461,Ameer Warraich Overseas Employment,5126 / RWP,Active,,Rawalpindi
AG1462,Gorash International,5127 / DGK,Active,,D.G. Khan
AG1463,Overseas Placement Services,5128 / LHR,Active,,Lahore
AG1464,Khalid Hanif Overseas,5129 / GRT,Active,,Gujrat
AG1465,Jalsai Manpower,5130 / PWR,Active,,
AG1466,SHAHID FAIZ OVERSEAS EMPLOYMENT,5131 / SKR,Active,,
AG1467,Yasmin Nauman Enterprises,5132 / LHR,Active,,Lahore
AG1468,Air World International Overseas Employment (PVT) LTD,5133 / KAR,Active,,Karachi
AG1469,Yaraan Corporation,5134 / MLK,Active,,Malakand
AG1470,Thrive Consulting (SMC-PVT) LTD,5135 / RWP,Active,,Rawalpindi
AG1471,Minsa Enterprises,5136 / LHR,Active,,Lahore
AG1472,Al Ahad Recruitment Group,5137 / PWR,Active,,
AG1473,Amplitude Enterprises,5138 / KAR,Active,,Karachi
AG1474,Bestari International,5139 / RWP,Active,,Rawalpindi
AG1475,Exclusive Manpower Services,5140 / RWP,Active,,Rawalpindi
AG1476,Shehram Manpower Services,5141 / MLK,Active,,Malakand
AG1477,Shahmir Tahir International,5142 / MTN,Active,,
AG1478,ZNN Employment Services (Pvt) Ltd,5143 / RWP,Active,,Rawalpindi
AG1479,Zainab & Company,5144 / KAR,Active,,Karachi
AG1480,Record Manpower,5145 / RWP,Active,,Rawalpindi
AG1481,Mahad International Consultants,5146 / RWP,Active,,Rawalpindi
AG1482,Dar-Ul-Ayesha Overseas Employment,5147 / RWP,Active,,Rawalpindi
AG1483,High Links International,5148 / SKT,Active,,Sialkot
AG1484,My Future Pk,5149 / RWP,Active,,Rawalpindi
AG1485,Al-Wali Placement Services,5150 / RWP,Active,,Rawalpindi
AG1486,Rashid Lodhi & Sons International,5151 / RWP,Active,,Rawalpindi
AG1487,Basit & Sufyan Brothers,5152 / RWP,Active,,Rawalpindi
AG1488,Rajjar Manpower,5153 / PWR,Active,,
AG1489,Dar-ul-Atal Overseas,5154 / RWP,Active,,Rawalpindi
AG1490,Breeo International (Pvt) Limited,5155 / LHR,Active,,Lahore
AG1491,Hi End Recruiters,5156 / LHR,Active,,Lahore
AG1492,Kasoof International,5157 / SKT,Active,,Sialkot
AG1493,Alyna Manpower Services (PVT) LTD,5158 / KAR,Active,,Karachi
AG1494,Dost International,5159 / MTN,Active,,
AG1495,AEG Enterprises (PVT) LTD,5160 / KAR,Active,,Karachi
AG1496,Al-Mufleh Recruiting Agency,5161 / MLK,Active,,Malakand
AG1497,Sayban Recruitment Agency,5162 / LHR,Active,,Lahore
AG1498,Waalkoon International Overseas Promoters,5163 / SKT,Active,,Sialkot
AG1499,JZ Consultants,5164 / LHR,Active,,Lahore
AG1500,Global Overseas Employment Services (SMC - Private) Limited,5165 / RWP,Active,,Rawalpindi
AG1501,Axis Services (PVT) Ltd,5166 / RWP,Active,,Rawalpindi
AG1502,Spectrum Lines Manpower Solutions,5167 / LHR,Active,,Lahore
AG1503,MAKZ Enterprises,5168 / KAR,Active,,Karachi
AG1504,Marhaba Overseas (SMC-Private) Limited,5169 / RWP,Active,,Rawalpindi
AG1505,ZB HR Services,5170 / LHR,Active,,Lahore
AG1506,Alif Recruitment & Manpower Solutions,5171 / LHR,Active,,Lahore
AG1507,Shamshi Khel Manpower,5172 / PWR,Active,,
AG1508,Global Gateway,5173 / RWP,Active,,Rawalpindi
AG1509,Berkshire Consulting,5174 / RWP,Active,,Rawalpindi
AG1510,Takaful Overseas Employment,5175 / SKT,Active,,Sialkot
AG1511,Indigo Manpower Promoter,5176 / SKT,Active,,Sialkot
AG1512,Khyber KPK Overseas Employment Promoter,5177 / PWR,Active,,
AG1513,International Legal Consultant (Pvt) Ltd.,5178 / RWP,Active,,Rawalpindi
AG1514,Barca Manpower Recruitment Services,5180 / RWP,Active,,Rawalpindi
AG1515,Social Hiring Overseas,5181 / RWP,Active,,Rawalpindi
AG1516,Overseas Services Consultants (OSC),5182 / LHR,Active,,Lahore
AG1517,Tricom Management (PVT) Limited,5184 / KAR,Active,,Karachi
AG1518,Vista Overseas Manpower Supply (Pvt.) Ltd,5185 / LHR,Active,,Lahore
AG1519,Parwest Pacific Company,5186 / LHR,Active,,Lahore
AG1520,Go Foreign Pvt Ltd,5187 / RWP,Active,,Rawalpindi
AG1521,Go Abroad Consultants,5188 / LHR,Active,,Lahore
AG1522,ITHM Global HR Solutions,5189 / LHR,Active,,Lahore
AG1523,MDA Reliance HR,5190 / RWP,Active,,Rawalpindi
AG1524,Super Six Recruitment,5191 / RWP,Active,,Rawalpindi
AG1525,Octa Manpower,5192 / RWP,Active,,Rawalpindi
AG1526,Baba Farid Manpower Bureau,5193 / LHR,Active,,Lahore
AG1527,Irfan Saram Overseas Employment,5194 / RWP,Active,,Rawalpindi
AG1528,AR Manpower Bureau,5195 / RWP,Active,,Rawalpindi
AG1529,Thandiani Manpower Services,5196 / RWP,Active,,Rawalpindi
AG1530,Avoir HR Services,5197 / RWP,Active,,Rawalpindi
AG1531,Dreams Beyond Borders Employment Agency,5198 / RWP,Active,,Rawalpindi
AG1532,Nexgen Talent Recruitment Services,5199 / RWP,Active,,Rawalpindi
AG1533,Aspire Arabia HR International,5200 / RWP,Active,,Rawalpindi
AG1534,Al Maarij International OEP,5201 / LHR,Active,,Lahore
AG1535,Z.Z Recruiter I,5202 / KAR,Active,,Karachi
AG1536,Nauman International Recruitment Agency,5203 / RWP,Active,,Rawalpindi
AG1537,Europe Adventures (SMC-Private) Limited,5204 / RWP,Active,,Rawalpindi
AG1538,Zandali Overseas Employment Promoters,5205 / LHR,Active,,Lahore
AG1539,SEISMOSGP International,5206 / RWP,Active,,Rawalpindi
AG1540,Al Amraha Overseas Employment Promoters,5207 / QTA,Active,,Quetta
AG1541,Clean Way Manpower,5208 / MLK,Active,,Malakand
AG1542,Roza International Manpower,5209 / MLK,Active,,Malakand
AG1543,All Overseas Recruitment and Manpower (SMC-Private) Ltd.,5210 / LHR,Active,,Lahore
AG1544,Foreign Employment Consultants (FEC),5211 / LHR,Active,,Lahore
AG1545,Zain Consultants Manpower,5212 / RWP,Active,,Rawalpindi
AG1546,Diyar-e-Rehmat Manpower Services,5213 / MTN,Active,,
AG1547,Al-Mutakabbir Overseas Employment Promoter,5214 / KAR,Active,,Karachi
AG1548,Chaman Kot Overseas Employment Promoters,5215 / RWP,Active,,Rawalpindi
AG1549,Sher Muhammad & Sons Manpower,5216 / LHR,Active,,Lahore
AG1550,Al Saddat Business Corporation,5217 / MLK,Active,,Malakand
AG1551,Transnational Recruiting,5218 / LHR,Active,,Lahore
AG1552,Stockpile Goods and Services - Recruiting Agency,5219 / RWP,Active,,Rawalpindi
AG1553,Career Catalyst Recruitment,5220 / RWP,Active,,Rawalpindi
AG1554,Ilyas Overseas,5221 / PWR,Active,,
AG1555,Dignity Manpower Bureau,5222 / RWP,Active,,Rawalpindi
AG1556,Double Tree International Recruiter,5223 / RWP,Active,,Rawalpindi
AG1557,Ali Hajveri International (Pvt) Ltd,5224 / LHR,Active,,Lahore
AG1558,Markhor International Services,5225 / LHR,Active,,Lahore
AG1559,Marcopolo Overseas Employment Promoter,5226 / PWR,Active,,
AG1560,Look After Manpower,5227 / MTN,Active,,
AG1561,Al-Hairis Overseas,5228 / KAR,Active,,Karachi
AG1562,Al Zohar Manpower,5229 / RWP,Active,,Rawalpindi
AG1563,Pathan Manpower,5230 / MLK,Active,,Malakand
AG1564,Emar Overseas Employment Services (Pvt) Ltd.,5231 / RWP,Active,,Rawalpindi
AG1565,Good Samaritan International Recruitment Agency,5232 / RWP,Active,,Rawalpindi
AG1566,Misfah Overseas Employment Promoter,5233 / SKT,Active,,Sialkot
AG1567,"Counseling, Training and Placement",5234 / RWP,Active,,Rawalpindi
AG1568,Al Najran Enterprises,5235 / KAR,Active,,Karachi
AG1569,Overseas Works (Private) Limited,5236 / RWP,Active,,Rawalpindi
AG1570,Adeel Kiyani Enterprises,5237 / RWP,Active,,Rawalpindi
AG1571,Global Falcon Manpower Solution,5238 / RWP,Active,,Rawalpindi
AG1572,Go Horizon,5239 / RWP,Active,,Rawalpindi
AG1573,Doon Bala International Manpower,5240 / RWP,Active,,Rawalpindi
AG1574,Waniya International Services,5241 / MTN,Active,,
AG1575,Yasir Al-Yami Recruitment,5242 / SKT,Active,,Sialkot
AG1576,Barikot Overseas Employment Promoter,5243 / MLK,Active,,Malakand
AG1577,Vigilant Technologies (Private) Limited,5244 / GRT,Active,,Gujrat
AG1578,Imaan Careers Abroad,5245 / RWP,Active,,Rawalpindi
AG1579,Prospector Overseas Recruiters,5246 / RWP,Active,,Rawalpindi
AG1580,Sangoo Al Abraaj Group,5247 / RWP,Active,,Rawalpindi
AG1581,TRG Human Resource Consultancy,5248 / RWP,Active,,Rawalpindi
AG1582,Umair and Brothers Enterprises,5249 / RWP,Active,,Rawalpindi
AG1583,Anisha Enterprises Overseas Employment Promoters,5250 / KAR,Active,,Karachi
AG1584,Talentory (PVT) Ltd,5251 / GRT,Active,,Gujrat
AG1585,Bhatti & Brothers Manpower Recruitment,5252 / KAR,Active,,Karachi
AG1586,Noor Fatima Global Recruitment,5253 / RWP,Active,,Rawalpindi
AG1587,Asma Enterprises,5254 / MLK,Active,,Malakand
AG1588,Hire Hub International (Pvt) Ltd,5255 / LHR,Active,,Lahore
AG1589,SRA International HR Consultancy Overseas Employment Promoter,5257 / RWP,Active,,Rawalpindi
AG1590,Al Arhab International Recruitment Group,5258 / PWR,Active,,
AG1591,Anabia Global Employment Services,5259 / RWP,Active,,Rawalpindi
AG1592,Sabir Brothers International,5260 / KAR,Active,,Karachi
AG1593,Khurram International OEP,5261 / RWP,Active,,Rawalpindi
AG1594,Al Yousuf Global Services (Private) Limited,5262 / KAR,Active,,Karachi
AG1595,Mandoori International Recruiting Agency,5263 / PWR,Active,,
AG1596,BHM Overseas,5264 / RWP,Active,,Rawalpindi
AG1597,Takasur Enterprises Overseas Employment Promoters,5265 / MTN,Active,,
AG1598,Adab International Overseas Employment Promoters,5266 / MTN,Active,,
AG1599,Waqar Waqas Manpower Bureau,5267 / RWP,Active,,Rawalpindi
AG1600,Khartoom Overseas Employment Promoter,5268 / DGK,Active,,D.G. Khan
AG1601,Al-Nadir Recruiting Agency,5269 / RWP,Active,,Rawalpindi
AG1602,Yume Overseas Employment Promoters,5270 / RWP,Active,,Rawalpindi
AG1603,Baltistan Manpower Supply,5271 / RWP,Active,,Rawalpindi
AG1604,Nebras Enterprises,5272 / KAR,Active,,Karachi
AG1605,Z & S Global Manpower,5273 / MLK,Active,,Malakand
AG1606,Manmatrix (Pvt) Limited,5274 / LHR,Active,,Lahore
AG1607,Al-Jaami International Manpower Services,5275 / LHR,Active,,Lahore
AG1608,Hamza Farooq Enterprises,5276 / RWP,Active,,Rawalpindi
AG1609,Muntaha Enterprises,5277 / KAR,Active,,Karachi
AG1610,Horizon Overseas Employment Promoter,5278 / LHR,Active,,Lahore
AG1611,Sohaib Ullah Manpower Consultant,5279 / MLK,Active,,Malakand
AG1612,Twenty Four Seven Recruitment (Pvt) Ltd,5280 / RWP,Active,,Rawalpindi
AG1613,True Hiring International,5281 / RWP,Active,,Rawalpindi
AG1614,Essa Qamar Enterprises,5282 / RWP,Active,,Rawalpindi
AG1615,Knowledge Realms (Pvt) Ltd,5283 / RWP,Active,,Rawalpindi
AG1616,Wam Manpower Overseas Employment,5284 / LHR,Active,,Lahore
AG1617,Opera International,5285 / KAR,Active,,Karachi
AG1618,Noble Enterprises,5286 / KAR,Active,,Karachi
AG1619,Greenchip International (Pvt) Ltd.,5287 / LHR,Active,,Lahore
AG1620,Secure Future Overseas Employment Promoters,5288 / RWP,Active,,Rawalpindi
AG1621,RIA Enterprises,5289 / LHR,Active,,Lahore
AG1622,Brilliant Umar Overseas Recruitment Agency,5291 / QTA,Active,,Quetta
AG1623,Al-Razziq Overseas Employment Promoter,5293 / RWP,Active,,Rawalpindi
AG1624,Mansory Recruitment Bureau,5294 / RWP,Active,,Rawalpindi
